+----------+-----------+-----------+-----------+
| Storm ID |    Name   | Max Speed | Avg Speed |
| AL091963 |   HELENA  |   15.27   |    7.04   |
| AL101963 |  UNNAMED  |   24.46   |   13.24   |
| AL011964 |  UNNAMED  |   25.25   |    11.4   |
| AL021964 |  UNNAMED  |   33.05   |   15.91   |
| AL031964 |    ABBY   |   10.19   |    8.35   |
| AL041964 |   BRENDA  |   21.19   |   11.94   |
| AL051964 |    CLEO   |   40.96   |    12.1   |
| AL061964 |    DORA   |   31.88   |   13.75   |
| AL071964 |   ETHEL   |   27.79   |   13.83   |
| AL081964 |  FLORENCE |    20.9   |    12.0   |
| AL091964 |   GLADYS  |   44.11   |   11.32   |
| AL101964 |   HILDA   |   16.47   |    8.46   |
| AL111964 |   ISBELL  |   20.82   |    8.23   |
| AL121964 |  UNNAMED  |    9.22   |    5.51   |
| AL131964 |  UNNAMED  |    20.5   |   11.95   |
| AL011965 |  UNNAMED  |   35.95   |   19.07   |
| AL021965 |    ANNA   |   52.74   |   17.24   |
| AL031965 |   BETSY   |   22.07   |    9.42   |
| AL041965 |   CAROL   |   25.16   |   11.17   |
| AL051965 |   DEBBIE  |    9.15   |    6.43   |
| AL061965 |   ELENA   |   42.31   |   20.05   |
| AL071965 |  UNNAMED  |   23.29   |   11.18   |
| AL081965 |  UNNAMED  |   25.81   |    15.7   |
| AL091965 |  UNNAMED  |   19.61   |    9.55   |
| AL101965 |  UNNAMED  |   23.33   |   10.94   |
| AL011966 |    ALMA   |   17.85   |    9.05   |
| AL021966 |   BECKY   |   20.62   |   18.87   |
| AL031966 |   CELIA   |   39.31   |   14.49   |
| AL051966 |    ELLA   |   21.49   |   14.11   |
| AL041966 |  DOROTHY  |   17.57   |    7.16   |
| AL061966 |   FAITH   |   41.31   |   17.81   |
| AL071966 |   GRETA   |   16.88   |   10.71   |
| AL081966 |   HALLIE  |    6.17   |    3.61   |
| AL091966 |    INEZ   |   14.63   |    8.96   |
| AL101966 |   JUDITH  |   18.79   |    14.3   |
| AL111966 |    LOIS   |   33.15   |   13.72   |
| AL011967 |  UNNAMED  |    5.33   |    3.1    |
| AL021967 |  UNNAMED  |   13.38   |    6.7    |
| AL031967 |  UNNAMED  |    9.18   |    6.27   |
| AL041967 |  UNNAMED  |    16.8   |   13.34   |
| AL051967 |  UNNAMED  |   15.68   |   11.57   |
| AL061967 |  UNNAMED  |   21.41   |   18.49   |
| AL071967 |  UNNAMED  |   20.79   |   14.88   |
| AL081967 |  UNNAMED  |    17.6   |    10.6   |
| AL091967 |  UNNAMED  |   14.41   |    10.5   |
| AL101967 |  UNNAMED  |   20.46   |   12.65   |
| AL111967 |   ARLENE  |   29.25   |   15.47   |
| AL121967 |   CHLOE   |   26.09   |   13.69   |
| AL131967 |   BEULAH  |   13.22   |    6.94   |
| AL141967 |   DORIA   |   16.45   |    7.48   |
| AL151967 |  UNNAMED  |   17.56   |   12.89   |
| AL161967 |  UNNAMED  |   25.63   |    9.07   |
| AL171967 |  UNNAMED  |   10.38   |    6.94   |
| AL181967 |   EDITH   |   13.83   |    9.17   |
| AL191967 |    FERN   |    9.24   |    6.16   |
| AL201967 |  UNNAMED  |   13.67   |   12.08   |
| AL211967 |   GINGER  |    7.79   |    6.39   |
| AL221967 |  UNNAMED  |   10.86   |    9.71   |
| AL231967 |  UNNAMED  |    11.3   |    9.57   |
| AL241967 |  UNNAMED  |   13.87   |   11.12   |
| AL251967 |   HEIDI   |    20.3   |    9.91   |
| AL261967 |  UNNAMED  |   27.41   |   15.79   |
| AL011968 |    ABBY   |   13.11   |    6.33   |
| AL021968 |   BRENDA  |    22.9   |    12.1   |
| AL031968 |   CANDY   |   30.46   |   21.71   |
| AL041968 |  UNNAMED  |   10.57   |    9.41   |
| AL051968 |   DOLLY   |   24.66   |   18.01   |
| AL061968 |  UNNAMED  |    9.12   |    4.85   |
| AL071968 |  UNNAMED  |   17.85   |   13.39   |
| AL081968 |    EDNA   |   18.21   |   11.32   |
| AL091968 |  UNNAMED  |    29.6   |    10.6   |
| AL101968 |  UNNAMED  |    17.0   |   11.41   |
| AL111968 |  UNNAMED  |   23.95   |    19.8   |
| AL121968 |  FRANCES  |   24.98   |   12.54   |
| AL131968 |  UNNAMED  |   15.95   |    10.0   |
| AL141968 |   GLADYS  |   35.26   |   12.43   |
| AL151968 |  UNNAMED  |   25.03   |   22.89   |
| AL011969 |  UNNAMED  |   10.14   |    6.59   |
| AL021969 |  UNNAMED  |   20.39   |   16.74   |
| AL031969 |  UNNAMED  |   15.06   |   10.74   |
| AL041969 |  UNNAMED  |    5.93   |    3.13   |
| AL051969 |  UNNAMED  |   19.04   |   11.91   |
| AL061969 |    ANNA   |   44.48   |   20.08   |
| AL071969 |  BLANCHE  |   42.59   |   35.31   |
| AL081969 |   DEBBIE  |   53.15   |   16.41   |
| AL091969 |  CAMILLE  |    38.3   |   15.21   |
| AL101969 |  UNNAMED  |   21.86   |   12.58   |
| AL111969 |  UNNAMED  |    9.68   |    7.4    |
| AL121969 |    EVE    |   13.66   |    9.28   |
| AL131969 | FRANCELIA |   27.28   |   10.72   |
| AL141969 |  UNNAMED  |    9.29   |    5.97   |
| AL151969 |  UNNAMED  |   23.97   |   13.64   |
| AL161969 |   GERDA   |    46.2   |   18.88   |
| AL171969 |   HOLLY   |   30.88   |    7.9    |
| AL181969 |  UNNAMED  |   12.12   |    5.83   |
| AL191969 |  UNNAMED  |    8.98   |    6.45   |
| AL201969 |    INGA   |   15.44   |    6.2    |
| AL211969 |  UNNAMED  |   27.78   |    8.95   |
| AL221969 |  UNNAMED  |   22.18   |    8.57   |
| AL231969 |  UNNAMED  |   14.97   |    8.55   |
| AL241969 |   JENNY   |   15.41   |   10.25   |
| AL251969 |    KARA   |   46.41   |   14.48   |
| AL261969 |   LAURIE  |   11.08   |    6.47   |
| AL271969 |  UNNAMED  |   27.66   |   12.72   |
| AL281969 |  UNNAMED  |   21.75   |   13.71   |
| AL291969 |   MARTHA  |    4.09   |    1.54   |
| AL011970 |    ALMA   |   16.38   |    9.01   |
| AL021970 |   BECKY   |   20.32   |   11.36   |
| AL031970 |  UNNAMED  |   20.34   |   12.12   |
| AL041970 |   CELIA   |   14.59   |   11.64   |
| AL051970 |  UNNAMED  |   19.11   |   15.92   |
| AL061970 |  UNNAMED  |    8.85   |    8.85   |
| AL071970 |  UNNAMED  |   19.06   |   14.84   |
| AL081970 |  UNNAMED  |   58.39   |    19.9   |
| AL091970 |  DOROTHY  |   16.98   |   13.77   |
| AL101970 |  UNNAMED  |   11.09   |    6.3    |
| AL111970 |  UNNAMED  |    14.8   |   12.15   |
| AL121970 |    ELLA   |   19.42   |   10.31   |
| AL131970 |   FELICE  |   19.36   |    9.94   |
| AL141970 |  UNNAMED  |   12.38   |   10.19   |
| AL151970 |  UNNAMED  |   18.77   |   10.58   |
| AL161970 |   GRETA   |   14.06   |    7.22   |
| AL171970 |  UNNAMED  |   30.67   |   21.78   |
| AL181970 |  UNNAMED  |   55.24   |    14.6   |
| AL191970 |  UNNAMED  |   48.93   |    8.25   |
| AL011971 |   ARLENE  |   29.34   |   17.37   |
| AL021971 |  UNNAMED  |    9.62   |    9.48   |
| AL031971 |  UNNAMED  |    4.47   |    4.47   |
| AL041971 |  UNNAMED  |    44.8   |   20.84   |
| AL051971 |  UNNAMED  |    9.25   |    6.15   |
| AL061971 |    BETH   |   17.96   |   10.53   |
| AL071971 |  UNNAMED  |    7.74   |    4.15   |
| AL081971 |   CHLOE   |   24.48   |   12.83   |
| AL091971 |   DORIA   |   29.66   |   16.01   |
| AL101971 |  UNNAMED  |    13.8   |   11.18   |
| AL111971 |    FERN   |    6.66   |    4.54   |
| AL121971 |  UNNAMED  |   24.31   |   11.87   |
| AL131971 |   EDITH   |   19.52   |    11.5   |
| AL141971 |   GINGER  |   21.73   |    5.73   |
| AL151971 |  UNNAMED  |   18.17   |    8.31   |
| AL161971 |  UNNAMED  |   24.16   |   16.37   |
| AL171971 |   HEIDI   |   23.46   |   12.56   |
| AL181971 |   IRENE   |    19.3   |   10.91   |
| AL191971 |   JANICE  |   20.64   |   16.14   |
| AL201971 |  UNNAMED  |   10.02   |    6.17   |
| AL211971 |   KRISTY  |   37.18   |   21.06   |
| AL221971 |   LAURA   |   10.45   |    5.7    |
| AL011972 |   ALPHA   |   17.59   |    8.22   |
| AL021972 |   AGNES   |   20.12   |    8.92   |
| AL031972 |  UNNAMED  |    8.25   |    7.19   |
| AL041972 |  UNNAMED  |   11.97   |    8.8    |
| AL051972 |  UNNAMED  |   13.83   |    6.92   |
| AL061972 |  UNNAMED  |   12.97   |   10.63   |
| AL071972 |  UNNAMED  |   24.31   |   21.65   |
| AL081972 |  UNNAMED  |    3.93   |    2.98   |
| AL091972 |  UNNAMED  |   13.91   |   12.84   |
| AL101972 |   BETTY   |   21.93   |    8.76   |
| AL111972 |   CARRIE  |   21.27   |    9.07   |
| AL121972 |  UNNAMED  |   12.05   |   10.02   |
| AL131972 |    DAWN   |   22.61   |    9.45   |
| AL141972 |  CHARLIE  |   50.21   |   26.48   |
| AL151972 |  UNNAMED  |   11.58   |    8.95   |
| AL161972 |  UNNAMED  |   14.41   |   13.19   |
| AL171972 |  UNNAMED  |   19.76   |   12.54   |
| AL181972 |  UNNAMED  |    9.8    |    7.22   |
| AL191972 |   DELTA   |   12.45   |    6.16   |
| AL011973 |  UNNAMED  |   13.16   |    9.0    |
| AL021973 |  UNNAMED  |   15.94   |    12.4   |
| AL031973 |  UNNAMED  |    4.76   |    4.34   |
| AL041973 |   ALICE   |   39.88   |   13.24   |
| AL051973 |  UNNAMED  |   16.75   |   14.17   |
| AL061973 |    ALFA   |   14.53   |   12.46   |
| AL071973 |  UNNAMED  |   27.86   |   23.48   |
| AL081973 |   BRENDA  |   11.45   |    7.39   |
| AL091973 | CHRISTINE |   17.76   |   12.91   |
| AL101973 |   DELIA   |   18.21   |    9.86   |
| AL111973 |  UNNAMED  |   15.69   |    7.62   |
| AL121973 |   ELLEN   |    50.6   |   19.44   |
| AL131973 |  UNNAMED  |   10.51   |    7.13   |
| AL141973 |    FRAN   |   41.11   |   26.63   |
| AL151973 |  UNNAMED  |    22.5   |   21.04   |
| AL161973 |   GILDA   |   43.18   |   10.53   |
| AL171973 |  UNNAMED  |   10.52   |    8.88   |
| AL011974 |  UNNAMED  |    8.96   |    5.42   |
| AL021974 |  UNNAMED  |   36.86   |   29.02   |
| AL031974 |  UNNAMED  |   19.06   |   17.87   |
| AL041974 |  UNNAMED  |    10.9   |    6.31   |
| AL051974 |  UNNAMED  |   27.83   |   17.39   |
| AL061974 |  UNNAMED  |   22.03   |    8.08   |
| AL071974 |    ALMA   |   24.68   |    22.2   |
| AL081974 |  UNNAMED  |   13.69   |   13.36   |
| AL091974 |   BECKY   |    35.2   |   12.73   |
| AL101974 |   CARMEN  |   23.96   |   10.22   |
| AL111974 |  UNNAMED  |   22.86   |   14.93   |
| AL121974 |   DOLLY   |   38.43   |   20.88   |
| AL131974 |   ELAINE  |   27.24   |   13.77   |
| AL141974 |    FIFI   |   20.31   |   11.93   |
| AL151974 |  UNNAMED  |    12.0   |    9.18   |
| AL161974 |  UNNAMED  |   12.18   |    9.85   |
| AL171974 |  GERTRUDE |   15.88   |    8.75   |
| AL181974 |  UNNAMED  |   38.61   |   13.01   |
| AL191974 |  UNNAMED  |   13.66   |   12.73   |
| AL201974 |  UNNAMED  |    4.09   |    3.95   |
| AL011975 |  UNNAMED  |   12.23   |    7.84   |
| AL021975 |    AMY    |    35.5   |   11.71   |
| AL031975 |  UNNAMED  |   15.08   |   14.74   |
| AL041975 |  BLANCHE  |   37.56   |   14.72   |
| AL051975 |  UNNAMED  |   18.71   |    9.57   |
| AL061975 |  UNNAMED  |    7.08   |    6.22   |
| AL071975 |  CAROLINE |   13.37   |    8.94   |
| AL081975 |   DORIS   |   14.72   |    6.16   |
| AL091975 |  UNNAMED  |   24.14   |    14.5   |
| AL101975 |  UNNAMED  |    9.82   |    8.65   |
| AL111975 |  UNNAMED  |    9.51   |    5.69   |
| AL121975 |  UNNAMED  |   38.16   |   11.79   |
| AL131975 |   ELOISE  |   28.41   |   11.16   |
| AL141975 |    FAYE   |   44.62   |   14.71   |
| AL151975 |   GLADYS  |   56.07   |   17.34   |
| AL161975 |  UNNAMED  |    4.3    |    2.83   |
| AL171975 |  UNNAMED  |   14.48   |   10.47   |
| AL181975 |  UNNAMED  |   10.58   |    8.94   |
| AL191975 |   HALLIE  |   19.39   |    9.4    |
| AL201975 |  UNNAMED  |    15.8   |    9.52   |
| AL211975 |  UNNAMED  |   15.97   |    8.56   |
| AL221975 |  UNNAMED  |   14.47   |    8.21   |
| AL231975 |  UNNAMED  |   22.96   |   15.76   |
| AL011976 |  UNNAMED  |   23.21   |   15.66   |
| AL021976 |  UNNAMED  |    21.6   |   16.63   |
| AL031976 |  UNNAMED  |   27.98   |   26.72   |
| AL041976 |  UNNAMED  |    5.27   |    4.58   |
| AL051976 |  UNNAMED  |   22.77   |   16.01   |
| AL061976 |    ANNA   |   34.92   |   12.53   |
| AL071976 |   BELLE   |   22.46   |   11.37   |
| AL081976 |   DOTTIE  |   21.52   |    8.54   |
| AL091976 |  CANDICE  |   31.59   |   11.92   |
| AL101976 |    EMMY   |   19.05   |   11.65   |
| AL111976 |  FRANCES  |   20.81   |   13.59   |
| AL121976 |  UNNAMED  |    8.05   |    6.68   |
| AL131976 |  UNNAMED  |    6.2    |    5.27   |
| AL141976 |  UNNAMED  |    9.0    |    6.92   |
| AL151976 |  UNNAMED  |   19.32   |    9.26   |
| AL161976 |  UNNAMED  |   15.58   |    6.62   |
| AL171976 |   GLORIA  |   33.26   |    9.52   |
| AL181976 |  UNNAMED  |   12.74   |   11.18   |
| AL191976 |  UNNAMED  |   20.79   |   10.44   |
| AL201976 |  UNNAMED  |    9.19   |    6.76   |
| AL211976 |   HOLLY   |   44.93   |   15.61   |
| AL011977 |  UNNAMED  |    10.6   |   10.53   |
| AL021977 |  UNNAMED  |   13.09   |   12.55   |
| AL031977 |  UNNAMED  |    7.33   |    6.93   |
| AL041977 |  UNNAMED  |   19.64   |   16.92   |
| AL051977 |   ANITA   |   19.21   |    7.58   |
| AL061977 |    BABE   |    11.9   |    8.71   |
| AL071977 |   CLARA   |   30.71   |    10.1   |
| AL081977 |  UNNAMED  |   12.83   |   11.72   |
| AL091977 |  UNNAMED  |    9.02   |    8.61   |
| AL101977 |  DOROTHY  |   30.08   |    20.7   |
| AL111977 |  UNNAMED  |    13.1   |   12.55   |
| AL121977 |  UNNAMED  |   13.17   |    8.46   |
| AL131977 |   EVELYN  |   34.78   |   25.93   |
| AL141977 |   FRIEDA  |    8.6    |    5.47   |
| AL151977 |  UNNAMED  |   15.99   |   15.76   |
| AL011978 |  UNNAMED  |   15.02   |   10.77   |
| AL021978 |  UNNAMED  |    8.25   |    6.1    |
| AL031978 |  UNNAMED  |   22.21   |   20.08   |
| AL041978 |   AMELIA  |    8.74   |    8.2    |
| AL051978 |    BESS   |   10.96   |    7.15   |
| AL061978 |    CORA   |   21.84   |   18.49   |
| AL071978 |  UNNAMED  |   19.56   |   18.14   |
| AL081978 |  UNNAMED  |    6.54   |    6.01   |
| AL091978 |   DEBRA   |    22.1   |   11.05   |
| AL101978 |    ELLA   |   41.08   |   15.72   |
| AL111978 |  UNNAMED  |    6.29   |    5.56   |
| AL121978 |  UNNAMED  |   52.23   |   13.73   |
| AL131978 |  FLOSSIE  |   39.75   |    14.9   |
| AL141978 |  UNNAMED  |    6.77   |    5.2    |
| AL151978 |    HOPE   |   33.96   |    16.5   |
| AL161978 |   GRETA   |   20.27   |   12.29   |
| AL171978 |  UNNAMED  |   18.21   |   11.62   |
| AL181978 |  UNNAMED  |    9.86   |    8.59   |
| AL191978 |    IRMA   |   35.78   |    9.54   |
| AL201978 |   JULIET  |   21.25   |    14.4   |
| AL211978 |  UNNAMED  |    10.7   |    9.49   |
| AL221978 |  UNNAMED  |    12.9   |   10.06   |
| AL231978 |   KENDRA  |   51.07   |   20.83   |
| AL241978 |  UNNAMED  |   14.91   |   10.11   |
| AL011979 |  UNNAMED  |   14.07   |    7.98   |
| AL021979 |    ANA    |   16.53   |   12.05   |
| AL031979 |  UNNAMED  |    23.4   |    12.8   |
| AL041979 |    BOB    |    19.6   |   11.64   |
| AL051979 |  UNNAMED  |    20.7   |    14.8   |
| AL061979 | CLAUDETTE |   23.57   |   12.79   |
| AL071979 |  UNNAMED  |   19.14   |   15.37   |
| AL081979 |  UNNAMED  |   37.46   |    20.2   |
| AL091979 |   DAVID   |   38.88   |    15.4   |
| AL101979 |  UNNAMED  |   14.56   |    8.32   |
| AL111979 |  FREDERIC |   78.79   |   13.74   |
| AL121979 |   ELENA   |   11.16   |    6.9    |
| AL131979 |  UNNAMED  |   22.81   |   14.79   |
| AL141979 |   GLORIA  |    23.5   |   11.69   |
| AL151979 |   HENRI   |   12.04   |    5.96   |
| AL161979 |  UNNAMED  |   25.92   |    13.9   |
| AL171979 |  UNNAMED  |    6.93   |    4.67   |
| AL181979 |  UNNAMED  |   43.98   |   29.49   |
| AL191979 |  UNNAMED  |   11.04   |    6.07   |
| AL201979 |  UNNAMED  |   12.76   |   10.98   |
| AL011980 |  UNNAMED  |   11.34   |    7.62   |
| AL021980 |  UNNAMED  |    6.65   |    5.21   |
| AL031980 |  UNNAMED  |   19.15   |   14.25   |
| AL041980 |   ALLEN   |   22.53   |   16.29   |
| AL051980 |  UNNAMED  |   28.21   |   21.27   |
| AL061980 |   BONNIE  |   47.75   |   17.24   |
| AL071980 |  CHARLEY  |   37.87   |   15.75   |
| AL081980 |  UNNAMED  |   23.92   |    18.3   |
| AL091980 |  GEORGES  |   39.81   |   19.66   |
| AL101980 |    EARL   |   37.67   |   19.57   |
| AL111980 |  DANIELLE |    13.1   |    7.83   |
| AL121980 |  FRANCES  |   33.53   |    11.7   |
| AL131980 |  HERMINE  |   14.67   |    9.07   |
| AL141980 |    IVAN   |   39.45   |   12.84   |
| AL151980 |  UNNAMED  |    3.97   |    3.19   |
| AL161980 |   JEANNE  |   14.87   |    6.76   |
| AL171980 |  UNNAMED  |   13.31   |    8.11   |
| AL181980 |    KARL   |   28.15   |   14.13   |
| AL011981 |  UNNAMED  |   10.62   |    9.67   |
| AL021981 |  UNNAMED  |    9.96   |    8.54   |
| AL031981 |   ARLENE  |   18.56   |   13.44   |
| AL041981 |  UNNAMED  |   14.98   |   11.56   |
| AL051981 |  UNNAMED  |   12.24   |   11.01   |
| AL061981 |    BRET   |   22.62   |   14.45   |
| AL071981 |  UNNAMED  |   18.15   |   15.02   |
| AL081981 |  UNNAMED  |   14.56   |   11.98   |
| AL091981 |   CINDY   |   24.69   |   14.36   |
| AL101981 |   DENNIS  |   25.19   |   14.44   |
| AL111981 |  UNNAMED  |   19.47   |   14.58   |
| AL121981 |  UNNAMED  |   10.13   |    7.95   |
| AL131981 |   EMILY   |   13.08   |    8.36   |
| AL141981 |   FLOYD   |   22.59   |    13.8   |
| AL151981 |    GERT   |   31.64   |   18.79   |
| AL161981 |   HARVEY  |   25.63   |    14.8   |
| AL171981 |  UNNAMED  |   11.79   |   10.09   |
| AL181981 |   IRENE   |   55.63   |   16.85   |
| AL191981 |  UNNAMED  |   24.13   |   14.03   |
| AL201981 |    JOSE   |   42.07   |   16.57   |
| AL211981 |  KATRINA  |   29.46   |   10.33   |
| AL221981 |  UNNAMED  |   17.84   |    8.08   |
| AL011982 |  ALBERTO  |    9.69   |    5.22   |
| AL021982 |  UNNAMED  |   45.37   |   28.61   |
| AL031982 |   BERYL   |   14.95   |   11.21   |
| AL041982 |  UNNAMED  |   12.62   |    10.5   |
| AL051982 |   CHRIS   |   11.15   |    7.42   |
| AL061982 |   DEBBY   |   47.41   |   19.19   |
| AL071982 |  UNNAMED  |   16.88   |    13.7   |
| AL081982 |  ERNESTO  |   26.14   |   13.46   |
| AL011983 |  UNNAMED  |   16.66   |   13.99   |
| AL021983 |  UNNAMED  |    18.0   |    14.9   |
| AL031983 |   ALICIA  |   14.21   |    8.04   |
| AL041983 |   BARRY   |    16.8   |   10.59   |
| AL051983 |  CHANTAL  |   19.38   |    9.72   |
| AL061983 |    DEAN   |   14.11   |    8.09   |
| AL011984 |  UNNAMED  |    8.05   |    5.99   |
| AL021984 |  UNNAMED  |    8.08   |    6.95   |
| AL031984 |  UNNAMED  |   24.48   |   22.13   |
| AL041984 |  UNNAMED  |   11.26   |    8.8    |
| AL051984 |  UNNAMED  |   22.58   |   19.97   |
| AL061984 |   ARTHUR  |   14.81   |    7.45   |
| AL071984 |   BERTHA  |   26.14   |   14.17   |
| AL081984 |   CESAR   |   19.66   |   15.24   |
| AL091984 |  UNNAMED  |    7.12   |    4.4    |
| AL101984 |   DIANA   |   41.51   |    9.72   |
| AL111984 |  EDOUARD  |    3.13   |    2.08   |
| AL121984 |    FRAN   |   17.81   |   11.89   |
| AL131984 |   GUSTAV  |   16.27   |    6.7    |
| AL141984 |  HORTENSE |   29.98   |   10.87   |
| AL151984 |  ISIDORE  |   23.69   |    12.4   |
| AL161984 | JOSEPHINE |    24.7   |    9.37   |
| AL171984 |  UNNAMED  |   17.92   |   15.44   |
| AL181984 |   KLAUS   |   25.34   |   11.77   |
| AL191984 |  UNNAMED  |   19.89   |   15.06   |
| AL201984 |    LILI   |   33.68   |   11.94   |
| AL011985 |    ANA    |   29.16   |   15.49   |
| AL021985 |    BOB    |   19.04   |    8.64   |
| AL031985 | CLAUDETTE |   30.04   |   17.42   |
| AL041985 |   DANNY   |   15.96   |   11.19   |
| AL051985 |   ELENA   |   23.98   |   11.19   |
| AL061985 |  UNNAMED  |   19.05   |    13.1   |
| AL071985 |  UNNAMED  |   17.61   |   12.74   |
| AL081985 |   FABIAN  |    38.4   |   17.72   |
| AL091985 |   GLORIA  |   41.32   |   16.17   |
| AL101985 |   HENRI   |   14.56   |    9.42   |
| AL111985 |   ISABEL  |   16.97   |    8.74   |
| AL121985 |    JUAN   |   17.15   |    9.09   |
| AL131985 |    KATE   |   26.81   |   12.89   |
| AL141985 |  UNNAMED  |    6.62   |    4.82   |
| AL011986 |   ANDREW  |   23.63   |   11.17   |
| AL021986 |   BONNIE  |   13.24   |    8.93   |
| AL031986 |  UNNAMED  |   28.52   |   12.21   |
| AL041986 |  UNNAMED  |    11.5   |   10.24   |
| AL051986 |  CHARLEY  |   34.76   |   11.67   |
| AL061986 |  UNNAMED  |   20.93   |   15.04   |
| AL071986 |  UNNAMED  |   15.78   |    11.1   |
| AL081986 |  DANIELLE |   29.07   |   20.26   |
| AL091986 |    EARL   |   51.53   |   12.69   |
| AL101986 |  FRANCES  |   15.52   |    8.34   |
| AL011987 |  UNNAMED  |   10.87   |    6.78   |
| AL031987 |  UNNAMED  |   11.53   |    5.61   |
| AL021987 |   ARLENE  |   31.38   |   12.04   |
| AL041987 |  UNNAMED  |   22.59   |    17.7   |
| AL051987 |    BRET   |    19.4   |   14.33   |
| AL061987 |  UNNAMED  |   15.75   |   12.32   |
| AL071987 |   CINDY   |   24.04   |   16.15   |
| AL081987 |  UNNAMED  |   20.56   |   18.29   |
| AL091987 |  UNNAMED  |    13.0   |   12.47   |
| AL101987 |   DENNIS  |   25.05   |   11.22   |
| AL111987 |  UNNAMED  |   10.72   |    8.15   |
| AL121987 |   EMILY   |   61.21   |   24.47   |
| AL131987 |   FLOYD   |   19.86   |   11.73   |
| AL141987 |  UNNAMED  |   13.82   |    8.99   |
| AL011988 |  ALBERTO  |   32.66   |   20.79   |
| AL021988 |   BERYL   |    9.28   |    5.5    |
| AL031988 |   CHRIS   |   38.27   |   18.03   |
| AL041988 |   DEBBY   |    8.98   |    6.36   |
| AL051988 |  ERNESTO  |   49.16   |   33.93   |
| AL061988 |  UNNAMED  |   15.65   |   11.43   |
| AL071988 |  FLORENCE |   13.21   |    8.88   |
| AL081988 |  GILBERT  |   40.85   |   16.05   |
| AL091988 |   HELENE  |   55.32   |   14.23   |
| AL101988 |   ISAAC   |   17.76   |   14.46   |
| AL111988 |    JOAN   |   17.63   |    9.07   |
| AL121988 |   KEITH   |   56.35   |   19.34   |
| AL131988 |  UNNAMED  |   13.56   |    8.0    |
| AL141988 |  UNNAMED  |   30.21   |   16.36   |
| AL151988 |  UNNAMED  |   29.13   |   15.17   |
| AL161988 |  UNNAMED  |   34.28   |   16.51   |
| AL171988 |  UNNAMED  |    8.85   |    8.85   |
| AL181988 |  UNNAMED  |   35.76   |   17.27   |
| AL191988 |  UNNAMED  |   13.62   |    6.53   |
| AL011989 |  UNNAMED  |    5.07   |    3.62   |
| AL021989 |  ALLISON  |    7.78   |    4.19   |
| AL031989 |   BARRY   |   26.61   |   13.73   |
| AL041989 |  CHANTAL  |   12.68   |   10.29   |
| AL051989 |    DEAN   |   40.17   |   17.06   |
| AL061989 |  UNNAMED  |   30.81   |   11.92   |
| AL071989 |    ERIN   |    27.2   |    14.9   |
| AL081989 |   FELIX   |   22.01   |    8.98   |
| AL091989 |  UNNAMED  |   11.76   |   10.34   |
| AL101989 | GABRIELLE |   19.86   |    12.0   |
| AL111989 |    HUGO   |   55.93   |   16.93   |
| AL121989 |    IRIS   |   19.68   |   13.54   |
| AL131989 |  UNNAMED  |   20.61   |   10.96   |
| AL141989 |   JERRY   |   18.91   |    9.01   |
| AL151989 |   KAREN   |   11.78   |    4.97   |
| AL011990 |  UNNAMED  |   12.83   |    9.19   |
| AL021990 |   ARTHUR  |   20.18   |   16.39   |
| AL031990 |   BERTHA  |   24.01   |    9.3    |
| AL041990 |   CESAR   |   18.85   |   10.11   |
| AL061990 |  EDOUARD  |   15.76   |    6.21   |
| AL051990 |   DIANA   |   20.11   |   13.06   |
| AL071990 |    FRAN   |   30.06   |   24.31   |
| AL081990 |   GUSTAV  |   28.48   |   11.89   |
| AL091990 |  HORTENSE |   18.93   |   12.17   |
| AL101990 |  ISIDORE  |    22.3   |   11.02   |
| AL111990 |  UNNAMED  |    8.91   |    3.06   |
| AL121990 | JOSEPHINE |   30.62   |    7.55   |
| AL131990 |   KLAUS   |   14.91   |    6.86   |
| AL141990 |    LILI   |   38.31   |   13.91   |
| AL151990 |   MARCO   |   15.98   |    8.65   |
| AL161990 |    NANA   |   12.66   |    6.32   |
| AL011991 |    ANA    |   28.71   |   14.64   |
| AL021991 |  UNNAMED  |    5.61   |    3.35   |
| AL031991 |    BOB    |   28.54   |   13.03   |
| AL041991 |  UNNAMED  |   12.61   |   10.76   |
| AL051991 |  UNNAMED  |   29.61   |    18.1   |
| AL061991 | CLAUDETTE |   25.17   |   10.74   |
| AL071991 |   DANNY   |   23.56   |    18.1   |
| AL081991 |   ERIKA   |   31.59   |   21.88   |
| AL091991 |   FABIAN  |   43.82   |   18.18   |
| AL101991 |  UNNAMED  |   14.72   |   13.28   |
| AL111991 |   GRACE   |   38.72   |    9.84   |
| AL121991 |  UNNAMED  |   27.22   |   16.86   |
| AL011992 |  UNNAMED  |    9.61   |    5.44   |
| AL021992 |  UNNAMED  |   15.77   |   12.11   |
| AL031992 |  UNNAMED  |   16.81   |    8.17   |
| AL041992 |   ANDREW  |   24.35   |   14.55   |
| AL051992 |   BONNIE  |   26.18   |    7.02   |
| AL061992 |  CHARLEY  |   28.87   |    9.61   |
| AL071992 |  DANIELLE |   15.17   |    6.53   |
| AL081992 |  UNNAMED  |   15.03   |   10.81   |
| AL091992 |    EARL   |   15.95   |    9.18   |
| AL101992 |  FRANCES  |   30.32   |    17.5   |
| AL011993 |  UNNAMED  |   22.47   |   18.74   |
| AL021993 |   ARLENE  |   26.57   |    7.21   |
| AL031993 |    BRET   |   20.66   |   16.48   |
| AL041993 |   CINDY   |   14.16   |   12.58   |
