+----------+-----------+----------+
| Storm ID |    Name   | Distance |
| AL221975 |  UNNAMED  |  394.08  |
| AL231975 |  UNNAMED  |  1513.0  |
| AL011976 |  UNNAMED  | 1597.78  |
| AL021976 |  UNNAMED  |  898.2   |
| AL031976 |  UNNAMED  |  801.74  |
| AL041976 |  UNNAMED  |  219.85  |
| AL051976 |  UNNAMED  |  480.36  |
| AL061976 |    ANNA   |  2707.4  |
| AL071976 |   BELLE   | 1159.96  |
| AL081976 |   DOTTIE  |  717.47  |
| AL091976 |  CANDICE  | 1716.34  |
| AL101976 |    EMMY   | 4263.66  |
| AL111976 |  FRANCES  | 3588.23  |
| AL121976 |  UNNAMED  |  320.57  |
| AL131976 |  UNNAMED  |  253.16  |
| AL141976 |  UNNAMED  |  581.14  |
| AL151976 |  UNNAMED  | 1555.66  |
| AL161976 |  UNNAMED  |  357.58  |
| AL171976 |   GLORIA  | 1941.78  |
| AL181976 |  UNNAMED  |  536.52  |
| AL191976 |  UNNAMED  | 2255.77  |
| AL201976 |  UNNAMED  |  486.48  |
| AL211976 |   HOLLY   |  2341.2  |
| AL011977 |  UNNAMED  |  315.98  |
| AL021977 |  UNNAMED  |  376.64  |
| AL031977 |  UNNAMED  |  166.3   |
| AL041977 |  UNNAMED  | 1218.29  |
| AL051977 |   ANITA   |  864.0   |
| AL061977 |    BABE   | 1202.05  |
| AL071977 |   CLARA   | 1574.99  |
| AL081977 |  UNNAMED  |  562.4   |
| AL091977 |  UNNAMED  |  206.64  |
| AL101977 |  DOROTHY  | 1738.58  |
| AL111977 |  UNNAMED  |  602.58  |
| AL121977 |  UNNAMED  |  406.0   |
| AL131977 |   EVELYN  | 1399.96  |
| AL141977 |   FRIEDA  |  295.28  |
| AL151977 |  UNNAMED  |  472.94  |
| AL011978 |  UNNAMED  | 1162.84  |
| AL021978 |  UNNAMED  |  182.91  |
| AL031978 |  UNNAMED  |  964.03  |
| AL041978 |   AMELIA  |  246.06  |
| AL051978 |    BESS   |  515.0   |
| AL061978 |    CORA   | 1997.23  |
| AL071978 |  UNNAMED  | 1850.76  |
| AL081978 |  UNNAMED  |  180.29  |
| AL091978 |   DEBRA   |  861.94  |
| AL101978 |    ELLA   | 2452.56  |
| AL111978 |  UNNAMED  |  266.7   |
| AL121978 |  UNNAMED  | 2635.87  |
| AL131978 |  FLOSSIE  | 4380.54  |
| AL141978 |  UNNAMED  |  281.05  |
| AL151978 |    HOPE   | 3762.25  |
| AL161978 |   GRETA   | 1843.07  |
| AL171978 |  UNNAMED  | 3068.87  |
| AL181978 |  UNNAMED  |  412.18  |
| AL191978 |    IRMA   |  744.24  |
| AL201978 |   JULIET  | 1296.22  |
| AL211978 |  UNNAMED  |  967.64  |
| AL221978 |  UNNAMED  |  724.21  |
| AL231978 |   KENDRA  | 2873.97  |
| AL241978 |  UNNAMED  |  485.11  |
| AL011979 |  UNNAMED  | 1005.45  |
| AL021979 |    ANA    | 1301.13  |
| AL031979 |  UNNAMED  | 1536.45  |
| AL041979 |    BOB    | 1956.19  |
| AL051979 |  UNNAMED  | 1154.71  |
| AL061979 | CLAUDETTE | 4297.92  |
| AL071979 |  UNNAMED  | 1198.96  |
| AL081979 |  UNNAMED  | 2908.61  |
| AL091979 |   DAVID   | 4991.06  |
| AL101979 |  UNNAMED  |  599.07  |
| AL111979 |  FREDERIC | 5522.55  |
| AL121979 |   ELENA   |  497.03  |
| AL131979 |  UNNAMED  | 1774.83  |
| AL141979 |   GLORIA  | 3015.16  |
| AL151979 |   HENRI   | 1357.83  |
| AL161979 |  UNNAMED  | 1668.57  |
| AL171979 |  UNNAMED  |  896.49  |
| AL181979 |  UNNAMED  | 1415.41  |
| AL191979 |  UNNAMED  |  728.29  |
| AL201979 |  UNNAMED  |  659.02  |
| AL011980 |  UNNAMED  |  731.24  |
| AL021980 |  UNNAMED  |  499.86  |
| AL031980 |  UNNAMED  | 1368.03  |
| AL041980 |   ALLEN   | 4397.66  |
| AL051980 |  UNNAMED  | 2041.67  |
| AL061980 |   BONNIE  | 2379.75  |
| AL071980 |  CHARLEY  | 1984.37  |
| AL081980 |  UNNAMED  |  1757.0  |
| AL091980 |  GEORGES  |  3656.2  |
| AL101980 |    EARL   |  3053.0  |
| AL111980 |  DANIELLE |  516.74  |
| AL121980 |  FRANCES  | 4212.66  |
| AL131980 |  HERMINE  | 1197.32  |
| AL141980 |    IVAN   | 3388.99  |
| AL151980 |  UNNAMED  |  153.04  |
| AL161980 |   JEANNE  | 1378.08  |
| AL171980 |  UNNAMED  | 1168.16  |
| AL181980 |    KARL   | 1017.49  |
| AL011981 |  UNNAMED  |  232.1   |
| AL021981 |  UNNAMED  |  460.95  |
| AL031981 |   ARLENE  |  806.18  |
| AL041981 |  UNNAMED  |  693.77  |
| AL051981 |  UNNAMED  |  396.52  |
| AL061981 |    BRET   |  693.7   |
| AL071981 |  UNNAMED  |  631.0   |
| AL081981 |  UNNAMED  |  431.17  |
| AL091981 |   CINDY   |  947.49  |
| AL101981 |   DENNIS  | 5110.12  |
| AL111981 |  UNNAMED  |  1574.6  |
| AL121981 |  UNNAMED  |  524.82  |
| AL131981 |   EMILY   | 2306.02  |
| AL141981 |   FLOYD   | 2981.26  |
| AL151981 |    GERT   | 3945.77  |
| AL161981 |   HARVEY  | 2931.23  |
| AL171981 |  UNNAMED  |  605.34  |
| AL181981 |   IRENE   | 4751.68  |
| AL191981 |  UNNAMED  | 2947.32  |
| AL201981 |    JOSE   | 1392.19  |
| AL211981 |  KATRINA  | 1177.41  |
| AL221981 |  UNNAMED  |  921.66  |
| AL011982 |  ALBERTO  |  501.21  |
| AL021982 |  UNNAMED  | 1888.14  |
| AL031982 |   BERYL   | 2422.04  |
| AL041982 |  UNNAMED  |  881.94  |
| AL051982 |   CHRIS   |  667.59  |
| AL061982 |   DEBBY   | 3338.79  |
| AL071982 |  UNNAMED  | 1150.98  |
| AL081982 |  ERNESTO  |  807.58  |
| AL011983 |  UNNAMED  | 1763.28  |
| AL021983 |  UNNAMED  | 2145.58  |
| AL031983 |   ALICIA  | 1109.64  |
| AL041983 |   BARRY   | 1460.74  |
| AL051983 |  CHANTAL  | 1108.63  |
| AL061983 |    DEAN   |  776.47  |
| AL011984 |  UNNAMED  |  359.26  |
| AL021984 |  UNNAMED  |  292.07  |
| AL031984 |  UNNAMED  | 1327.85  |
| AL041984 |  UNNAMED  |  475.18  |
| AL051984 |  UNNAMED  | 1557.92  |
| AL061984 |   ARTHUR  | 1430.16  |
| AL071984 |   BERTHA  | 1785.14  |
| AL081984 |   CESAR   | 1005.89  |
| AL091984 |  UNNAMED  |  184.74  |
| AL101984 |   DIANA   | 1807.18  |
| AL111984 |  EDOUARD  |  74.87   |
| AL121984 |    FRAN   | 1427.06  |
| AL131984 |   GUSTAV  |  401.77  |
| AL141984 |  HORTENSE | 2542.59  |
| AL151984 |  ISIDORE  | 1785.97  |
| AL161984 | JOSEPHINE | 3092.23  |
| AL171984 |  UNNAMED  | 1019.07  |
| AL181984 |   KLAUS   | 2259.67  |
| AL191984 |  UNNAMED  | 1716.88  |
| AL201984 |    LILI   | 3438.69  |
| AL011985 |    ANA    | 1393.98  |
| AL021985 |    BOB    |  985.41  |
| AL031985 | CLAUDETTE | 3031.86  |
| AL041985 |   DANNY   |  2349.4  |
| AL051985 |   ELENA   | 2081.85  |
| AL061985 |  UNNAMED  |  1572.1  |
| AL071985 |  UNNAMED  |  688.12  |
| AL081985 |   FABIAN  | 1595.02  |
| AL091985 |   GLORIA  | 6014.44  |
| AL101985 |   HENRI   |  734.66  |
| AL111985 |   ISABEL  | 1782.92  |
| AL121985 |    JUAN   | 1472.13  |
| AL131985 |    KATE   | 2474.19  |
| AL141985 |  UNNAMED  |  260.02  |
| AL011986 |   ANDREW  | 1005.32  |
| AL021986 |   BONNIE  | 1017.97  |
| AL031986 |  UNNAMED  | 1464.92  |
| AL041986 |  UNNAMED  |  368.63  |
| AL051986 |  CHARLEY  | 4620.75  |
| AL061986 |  UNNAMED  | 1804.51  |
| AL071986 |  UNNAMED  |  799.43  |
| AL081986 |  DANIELLE | 1580.62  |
| AL091986 |    EARL   | 2818.02  |
| AL101986 |  FRANCES  |  600.65  |
| AL011987 |  UNNAMED  | 1221.08  |
| AL031987 |  UNNAMED  | 1043.75  |
| AL021987 |   ARLENE  | 5777.62  |
| AL041987 |  UNNAMED  | 1061.85  |
| AL051987 |    BRET   | 2148.84  |
| AL061987 |  UNNAMED  |  960.73  |
| AL071987 |   CINDY   |  2035.1  |
| AL081987 |  UNNAMED  | 1207.13  |
| AL091987 |  UNNAMED  |  448.84  |
| AL101987 |   DENNIS  | 3231.18  |
| AL111987 |  UNNAMED  |  782.88  |
| AL121987 |   EMILY   | 3964.39  |
| AL131987 |   FLOYD   | 1336.72  |
| AL141987 |  UNNAMED  |  862.6   |
| AL011988 |  ALBERTO  |  1497.0  |
| AL021988 |   BERYL   |  362.85  |
| AL031988 |   CHRIS   | 4002.05  |
| AL041988 |   DEBBY   | 1221.82  |
| AL051988 |  ERNESTO  | 1628.83  |
| AL061988 |  UNNAMED  |  823.21  |
| AL071988 |  FLORENCE |  906.09  |
| AL081988 |  GILBERT  | 4332.18  |
| AL091988 |   HELENE  | 3672.03  |
| AL101988 |   ISAAC   |  954.28  |
| AL111988 |    JOAN   | 2721.64  |
| AL121988 |   KEITH   | 4177.25  |
| AL131988 |  UNNAMED  |  384.2   |
| AL141988 |  UNNAMED  |  588.94  |
| AL151988 |  UNNAMED  | 4004.18  |
| AL161988 |  UNNAMED  | 1486.21  |
| AL171988 |  UNNAMED  |  53.11   |
| AL181988 |  UNNAMED  |  518.06  |
| AL191988 |  UNNAMED  |  313.66  |
| AL011989 |  UNNAMED  |  130.5   |
| AL021989 |  ALLISON  |  678.01  |
| AL031989 |   BARRY   |  1400.6  |
| AL041989 |  CHANTAL  |  864.5   |
| AL051989 |    DEAN   | 3685.87  |
| AL061989 |  UNNAMED  | 2503.66  |
| AL071989 |    ERIN   | 3217.68  |
| AL081989 |   FELIX   | 3340.42  |
| AL091989 |  UNNAMED  |  310.21  |
| AL101989 | GABRIELLE | 4033.02  |
| AL111989 |    HUGO   | 6095.73  |
| AL121989 |    IRIS   | 1624.88  |
| AL131989 |  UNNAMED  |  920.53  |
| AL141989 |   JERRY   |  919.13  |
| AL151989 |   KAREN   |  685.89  |
| AL011990 |  UNNAMED  |  330.7   |
| AL021990 |   ARTHUR  | 2064.94  |
| AL031990 |   BERTHA  | 2009.58  |
| AL041990 |   CESAR   | 1819.73  |
| AL061990 |  EDOUARD  | 1602.39  |
| AL051990 |   DIANA   | 1723.72  |
| AL071990 |    FRAN   | 1750.61  |
| AL081990 |   GUSTAV  | 2853.73  |
| AL091990 |  HORTENSE | 1825.77  |
| AL101990 |  ISIDORE  | 3569.39  |
| AL111990 |  UNNAMED  |  660.91  |
| AL121990 | JOSEPHINE |  2761.8  |
| AL131990 |   KLAUS   |  988.47  |
| AL141990 |    LILI   | 3087.96  |
| AL151990 |   MARCO   |  830.83  |
| AL161990 |    NANA   |  834.24  |
| AL011991 |    ANA    | 2107.76  |
| AL021991 |  UNNAMED  |  100.57  |
| AL031991 |    BOB    | 4066.29  |
| AL041991 |  UNNAMED  |  387.49  |
| AL051991 |  UNNAMED  |  1303.0  |
| AL061991 | CLAUDETTE | 2641.61  |
| AL071991 |   DANNY   | 1955.17  |
| AL081991 |   ERIKA   |  2100.6  |
| AL091991 |   FABIAN  |  872.72  |
| AL101991 |  UNNAMED  |  318.61  |
| AL111991 |   GRACE   |  944.34  |
| AL121991 |  UNNAMED  | 2023.34  |
| AL011992 |  UNNAMED  |  424.42  |
| AL021992 |  UNNAMED  |  290.59  |
| AL031992 |  UNNAMED  |  343.26  |
| AL041992 |   ANDREW  | 4015.55  |
| AL051992 |   BONNIE  | 2525.84  |
| AL061992 |  CHARLEY  | 1672.26  |
| AL071992 |  DANIELLE |  626.86  |
| AL081992 |  UNNAMED  | 1556.54  |
| AL091992 |    EARL   | 1542.69  |
| AL101992 |  FRANCES  | 3150.55  |
| AL011993 |  UNNAMED  | 1124.33  |
| AL021993 |   ARLENE  |  562.13  |
| AL031993 |    BRET   | 2767.86  |
| AL041993 |   CINDY   |  754.61  |
| AL051993 |   EMILY   | 3294.62  |
| AL061993 |   DENNIS  | 1010.97  |
| AL071993 |   FLOYD   | 3546.83  |
| AL081993 |    GERT   | 1637.02  |
| AL091993 |   HARVEY  | 1519.83  |
| AL101993 |  UNNAMED  |  600.18  |
| AL011994 |  ALBERTO  | 1059.78  |
| AL021994 |  UNNAMED  |  212.8   |
| AL031994 |   BERYL   |  1183.1  |
| AL041994 |   CHRIS   | 2887.86  |
| AL051994 |  UNNAMED  |  378.19  |
| AL061994 |   DEBBY   |  595.74  |
| AL071994 |  ERNESTO  |  533.83  |
| AL081994 |  UNNAMED  |  296.21  |
| AL091994 |  UNNAMED  |  188.42  |
| AL101994 |  UNNAMED  |  241.39  |
| AL111994 |  FLORENCE | 2049.47  |
| AL121994 |   GORDON  | 3074.17  |
| AL011995 |  ALLISON  | 3614.91  |
| AL021995 |   BARRY   | 1241.51  |
| AL031995 |  CHANTAL  | 3897.61  |
| AL041995 |    DEAN   |  792.06  |
| AL051995 |    ERIN   | 1761.43  |
| AL061995 |  UNNAMED  |  238.18  |
| AL071995 |   FELIX   | 6309.87  |
| AL081995 | GABRIELLE |  230.81  |
| AL091995 |  HUMBERTO | 2450.55  |
| AL101995 |    IRIS   | 4753.48  |
| AL111995 |   JERRY   |  778.88  |
| AL121995 |   KAREN   | 2129.75  |
| AL131995 |    LUIS   | 5442.15  |
| AL141995 |  UNNAMED  |  1231.0  |
| AL151995 |  MARILYN  | 3987.71  |
| AL161995 |    NOEL   |  2327.9  |
| AL171995 |    OPAL   | 2061.05  |
| AL181995 |   PABLO   | 1578.98  |
| AL191995 |  ROXANNE  | 1707.58  |
| AL201995 | SEBASTIEN | 1041.59  |
| AL211995 |   TANYA   | 2758.16  |
| AL011996 |   ARTHUR  | 2515.75  |
| AL021996 |   BERTHA  | 5557.52  |
| AL031996 |   CESAR   | 1502.26  |
| AL041996 |   DOLLY   | 1568.49  |
| AL051996 |  EDOUARD  | 5409.12  |
| AL061996 |    FRAN   | 4801.35  |
| AL071996 |   GUSTAV  | 1690.85  |
| AL081996 |  HORTENSE | 3935.26  |
| AL091996 |  ISIDORE  | 2998.03  |
| AL101996 | JOSEPHINE |  5058.5  |
| AL111996 |    KYLE   |  146.05  |
| AL121996 |    LILI   |  5145.7  |
| AL131996 |   MARCO   | 1823.71  |
| AL011997 |  UNNAMED  |  943.85  |
| AL021997 |    ANA    | 1171.45  |
| AL031997 |    BILL   | 1154.12  |
| AL041997 | CLAUDETTE |  955.17  |
| AL051997 |   DANNY   | 2512.38  |
| AL061997 |  UNNAMED  |  530.16  |
| AL071997 |   ERIKA   | 4608.81  |
| AL081997 |   FABIAN  |  980.34  |
| AL091997 |   GRACE   | 1349.15  |
| AL011998 |    ALEX   | 2109.18  |
| AL021998 |   BONNIE  | 4027.24  |
| AL031998 |  CHARLEY  |  549.48  |
| AL041998 |  DANIELLE | 5882.78  |
| AL051998 |    EARL   | 3740.67  |
| AL061998 |  FRANCES  |  822.58  |
| AL071998 |  GEORGES  | 4409.86  |
| AL081998 |  HERMINE  |  539.46  |
| AL091998 |    IVAN   | 3079.84  |
| AL101998 |   JEANNE  | 4014.08  |
| AL111998 |    KARL   | 3093.27  |
| AL121998 |    LISA   | 2696.28  |
| AL131998 |   MITCH   | 6453.47  |
| AL141998 |   NICOLE  |  2830.0  |
| AL011999 |   ARLENE  |  754.05  |
| AL021999 |  UNNAMED  |  134.86  |
| AL031999 |    BRET   |  835.12  |
| AL041999 |   CINDY   | 3414.21  |
| AL051999 |   DENNIS  | 2599.66  |
| AL061999 |   EMILY   |  826.98  |
| AL071999 |  UNNAMED  |  250.95  |
| AL081999 |   FLOYD   | 4118.19  |
| AL091999 |    GERT   | 3762.77  |
| AL101999 |   HARVEY  |  609.61  |
| AL111999 |  UNNAMED  |  263.06  |
| AL121999 |  UNNAMED  |  277.58  |
| AL131999 |   IRENE   | 3037.75  |
| AL141999 |    JOSE   | 2520.16  |
| AL151999 |  KATRINA  |  818.73  |
| AL161999 |   LENNY   | 1828.87  |
| AL012000 |  UNNAMED  |  56.66   |
| AL022000 |  UNNAMED  | 1096.18  |
| AL032000 |  ALBERTO  | 7304.88  |
| AL042000 |  UNNAMED  |  446.42  |
| AL052000 |   BERYL   |  384.13  |
| AL062000 |   CHRIS   |  550.32  |
| AL072000 |   DEBBY   | 1954.41  |
| AL082000 |  ERNESTO  |  803.21  |
| AL092000 |  UNNAMED  |  154.49  |
| AL102000 |  FLORENCE | 1747.46  |
| AL112000 |   GORDON  | 2058.68  |
| AL122000 |   HELENE  | 4490.68  |
| AL132000 |   ISAAC   | 5354.24  |
| AL142000 |   JOYCE   | 2115.44  |
| AL152000 |   KEITH   | 1180.51  |
| AL162000 |   LESLIE  | 3582.74  |
| AL172000 |  MICHAEL  | 1768.56  |
| AL182000 |   NADINE  | 1020.27  |
| AL192000 |  UNNAMED  | 1740.98  |
| AL012001 |  ALLISON  | 2479.95  |
| AL022001 |  UNNAMED  |  399.45  |
| AL032001 |   BARRY   |  942.45  |
| AL042001 |  CHANTAL  | 3270.61  |
| AL052001 |    DEAN   |  2754.1  |
| AL062001 |    ERIN   |  4796.5  |
| AL072001 |   FELIX   | 2865.25  |
| AL082001 | GABRIELLE | 3320.89  |
| AL092001 |  UNNAMED  |  198.21  |
| AL102001 |  HUMBERTO | 1829.09  |
| AL112001 |    IRIS   | 2006.81  |
| AL122001 |   JERRY   |  944.95  |
| AL132001 |   KAREN   | 1390.99  |
| AL142001 |  LORENZO  | 1137.64  |
| AL152001 |  MICHELLE | 1648.95  |
| AL162001 |    NOEL   |  681.81  |
| AL172001 |    OLGA   | 2287.93  |
| AL012002 |   ARTHUR  | 2285.79  |
| AL022002 |   BERTHA  |  654.73  |
| AL032002 | CRISTOBAL |  409.66  |
| AL042002 |   DOLLY   | 1809.91  |
| AL052002 |  EDOUARD  |  588.51  |
| AL062002 |    FAY    |  600.24  |
| AL072002 |  UNNAMED  |  210.13  |
| AL082002 |   GUSTAV  | 2655.98  |
| AL092002 |   HANNA   |  640.75  |
| AL102002 |  ISIDORE  | 3483.58  |
| AL112002 | JOSEPHINE |  727.48  |
| AL122002 |    KYLE   | 3615.55  |
| AL132002 |    LILI   | 3575.65  |
| AL142002 |  UNNAMED  |  396.2   |
| AL012003 |    ANA    | 3009.92  |
| AL022003 |  UNNAMED  |  302.6   |
| AL032003 |    BILL   | 1381.48  |
| AL042003 | CLAUDETTE | 3432.51  |
| AL052003 |   DANNY   | 2515.31  |
| AL062003 |  UNNAMED  |  820.19  |
| AL072003 |  UNNAMED  |  271.72  |
| AL082003 |   ERIKA   |  932.06  |
| AL092003 |  UNNAMED  |  187.1   |
| AL102003 |   FABIAN  | 4936.71  |
| AL112003 |   GRACE   |  734.77  |
| AL122003 |   HENRI   |  814.89  |
| AL132003 |   ISABEL  | 3849.32  |
| AL142003 |  UNNAMED  |  407.51  |
| AL152003 |    JUAN   | 1353.18  |
| AL162003 |    KATE   | 5557.36  |
| AL172003 |   LARRY   |  976.02  |
| AL182003 |   MINDY   |  690.65  |
| AL192003 |  NICHOLAS | 4232.33  |
| AL202003 |   ODETTE  | 1983.47  |
| AL212003 |   PETER   | 1042.97  |
| AL012004 |    ALEX   | 2473.62  |
| AL022004 |   BONNIE  | 3581.16  |
| AL032004 |  CHARLEY  | 2868.26  |
| AL042004 |  DANIELLE |  2563.3  |
| AL052004 |    EARL   | 1033.79  |
| AL062004 |  FRANCES  | 4599.68  |
| AL072004 |   GASTON  | 2696.48  |
| AL082004 |  HERMINE  | 1028.54  |
| AL092004 |    IVAN   | 6683.21  |
| AL102004 |  UNNAMED  |  667.33  |
| AL112004 |   JEANNE  | 3180.07  |
| AL122004 |    KARL   | 5093.41  |
| AL132004 |    LISA   | 3303.33  |
| AL142004 |  MATTHEW  |  707.26  |
| AL152004 |   NICOLE  |  643.34  |
| AL162004 |    OTTO   | 1451.82  |
| AL012005 |   ARLENE  | 1947.04  |
| AL022005 |    BRET   |  226.17  |
| AL032005 |   CINDY   |  2597.5  |
| AL042005 |   DENNIS  | 3280.32  |
| AL052005 |   EMILY   | 3538.78  |
| AL062005 |  FRANKLIN | 2281.15  |
| AL072005 |    GERT   |  527.33  |
| AL082005 |   HARVEY  | 2502.86  |
| AL092005 |   IRENE   | 3774.82  |
| AL102005 |    TEN    | 1044.89  |
| AL112005 |    JOSE   |  184.07  |
| AL122005 |  KATRINA  | 1828.35  |
| AL132005 |    LEE    | 1808.84  |
| AL142005 |   MARIA   | 4078.47  |
| AL152005 |    NATE   | 2427.08  |
| AL162005 |  OPHELIA  | 4675.03  |
| AL172005 |  PHILIPPE | 1423.37  |
| AL182005 |    RITA   | 2144.14  |
| AL192005 |  NINETEEN |  337.96  |
| AL202005 |    STAN   |  735.79  |
| AL212005 |  UNNAMED  |  758.74  |
| AL222005 |   TAMMY   |  519.47  |
| AL232005 | WENTY-TWO | 1549.77  |
| AL242005 |   VINCE   |  785.33  |
| AL252005 |   WILMA   | 3014.88  |
| AL262005 |   ALPHA   |  907.84  |
| AL272005 |    BETA   |  431.25  |
| AL282005 |   GAMMA   | 1674.54  |
| AL292005 |   DELTA   | 3513.86  |
| AL302005 |  EPSILON  | 2160.61  |
| AL312005 |    ZETA   | 1329.59  |
| AL012006 |  ALBERTO  | 4475.84  |
| AL022006 |  UNNAMED  | 1252.78  |
| AL032006 |   BERYL   | 1313.04  |
| AL042006 |   CHRIS   | 1411.99  |
| AL052006 |   DEBBY   | 2088.39  |
| AL062006 |  ERNESTO  | 2754.22  |
| AL072006 |  FLORENCE | 5406.53  |
| AL082006 |   GORDON  |  5251.0  |
| AL092006 |   HELENE  | 5300.02  |
| AL102006 |   ISAAC   | 1783.53  |
| AL012007 |   ANDREA  | 1373.27  |
| AL022007 |   BARRY   | 2052.12  |
| AL032007 |  CHANTAL  | 2900.75  |
| AL042007 |    DEAN   | 4111.59  |
| AL052007 |    ERIN   | 1177.65  |
| AL062007 |   FELIX   | 2228.79  |
| AL072007 | GABRIELLE |  870.18  |
| AL082007 |   INGRID  | 1147.38  |
| AL092007 |  HUMBERTO |  434.92  |
| AL102007 |    TEN    |  158.44  |
| AL112007 |   JERRY   |  351.52  |
| AL122007 |   KAREN   | 1202.09  |
| AL132007 |  LORENZO  |  363.44  |
| AL142007 |  MELISSA  | 1752.04  |
| AL152007 |  FIFTEEN  | 1940.66  |
| AL162007 |    NOEL   | 4183.88  |
| AL172007 |    OLGA   | 1879.83  |
| AL012008 |   ARTHUR  |  226.87  |
| AL022008 |   BERTHA  | 5376.18  |
| AL032008 | CRISTOBAL | 1304.24  |
| AL042008 |   DOLLY   | 1638.92  |
| AL052008 |  EDOUARD  |  677.13  |
| AL062008 |    FAY    | 2352.16  |
| AL072008 |   GUSTAV  | 2866.67  |
| AL082008 |   HANNA   | 3600.31  |
| AL092008 |    IKE    | 5076.03  |
| AL102008 | JOSEPHINE | 1913.38  |
| AL112008 |    KYLE   | 1811.57  |
| AL122008 |   LAURA   | 2583.15  |
| AL132008 |   MARCO   |  312.07  |
| AL142008 |    NANA   |  793.08  |
| AL152008 |    OMAR   | 2171.97  |
| AL162008 |  SIXTEEN  |  182.9   |
| AL172008 |   PALOMA  | 1490.15  |
| AL012009 |    ONE    |  1108.6  |
| AL022009 |    ANA    | 1800.23  |
| AL032009 |    BILL   | 5423.52  |
| AL042009 | CLAUDETTE |  433.7   |
| AL052009 |   DANNY   |  566.95  |
| AL062009 |   ERIKA   |  537.81  |
| AL072009 |    FRED   | 3003.22  |
| AL082009 |   EIGHT   |  425.28  |
| AL092009 |   GRACE   | 2912.14  |
| AL102009 |   HENRI   | 1359.91  |
| AL112009 |    IDA    | 1439.28  |
| AL012010 |    ALEX   | 1349.63  |
| AL022010 |    TWO    |  762.82  |
| AL032010 |   BONNIE  | 1077.73  |
| AL042010 |   COLIN   | 2065.91  |
| AL052010 |    FIVE   | 1240.84  |
| AL062010 |  DANIELLE | 4994.28  |
| AL072010 |    EARL   | 5387.32  |
| AL082010 |   FIONA   | 2303.74  |
| AL092010 |   GASTON  | 2111.92  |
| AL102010 |  HERMINE  |  1336.3  |
| AL112010 |    IGOR   |  4738.1  |
| AL122010 |   JULIA   | 3462.19  |
| AL132010 |    KARL   | 1126.44  |
| AL142010 |    LISA   |  1184.1  |
| AL152010 |  MATTHEW  | 1109.29  |
| AL162010 |   NICOLE  |  600.12  |
| AL172010 |    OTTO   | 3548.51  |
| AL182010 |   PAULA   |  943.97  |
| AL192010 |  RICHARD  | 1040.69  |
| AL202010 |   SHARY   |  1128.2  |
| AL212010 |   TOMAS   |  3674.9  |
| AL012011 |   ARLENE  |  373.65  |
| AL022011 |    BRET   | 1553.63  |
| AL032011 |   CINDY   | 1768.66  |
| AL042011 |    DON    |  776.4   |
| AL052011 |   EMILY   |  1637.8  |
| AL062011 |  FRANKLIN | 1512.86  |
| AL072011 |    GERT   | 1686.88  |
| AL082011 |   HARVEY  |  908.9   |
| AL092011 |   IRENE   | 3094.78  |
| AL102011 |    TEN    |  376.45  |
| AL112011 |    JOSE   |  928.58  |
| AL122011 |   KATIA   | 6746.78  |
| AL202011 |  UNNAMED  |  469.89  |
| AL132011 |    LEE    |  740.83  |
| AL142011 |   MARIA   | 3782.56  |
| AL152011 |    NATE   |  463.1   |
| AL162011 |  OPHELIA  | 4429.22  |
| AL172011 |  PHILIPPE | 4153.54  |
| AL182011 |    RINA   |  882.09  |
| AL192011 |    SEAN   | 1536.63  |
| AL012012 |  ALBERTO  | 1035.63  |
| AL022012 |   BERYL   | 2248.04  |
| AL032012 |   CHRIS   | 2788.21  |
| AL042012 |   DEBBY   |  520.57  |
| AL052012 |  ERNESTO  | 2999.25  |
| AL062012 |  FLORENCE | 1777.23  |
| AL072012 |   HELENE  | 3445.82  |
| AL082012 |   GORDON  | 2292.37  |
| AL092012 |   ISAAC   | 3511.38  |
| AL102012 |   JOYCE   |  899.19  |
| AL112012 |    KIRK   | 2182.68  |
| AL122012 |   LESLIE  | 4271.83  |
| AL132012 |  MICHAEL  | 1948.38  |
| AL142012 |   NADINE  | 5175.68  |
| AL152012 |   OSCAR   |  846.97  |
| AL162012 |   PATTY   |  88.61   |
| AL172012 |   RAFAEL  | 5521.43  |
| AL182012 |   SANDY   | 2326.51  |
| AL192012 |    TONY   |  1590.7  |
| AL012013 |   ANDREA  | 1514.68  |
| AL022013 |   BARRY   | 1054.29  |
| AL032013 |  CHANTAL  | 1808.24  |
| AL042013 |   DORIAN  | 4035.51  |
| AL052013 |    ERIN   | 1234.06  |
| AL062013 |  FERNAND  |  253.53  |
| AL072013 | GABRIELLE | 1570.42  |
| AL082013 |   EIGHT   |  106.32  |
| AL092013 |  HUMBERTO | 2357.37  |
| AL102013 |   INGRID  |  679.13  |
| AL112013 |   JERRY   | 1680.85  |
| AL122013 |   KAREN   |  486.19  |
| AL132013 |  LORENZO  |  753.07  |
| AL142013 |  MELISSA  | 2443.57  |
| AL152013 |  UNNAMED  |  563.52  |
| AL012014 |   ARTHUR  | 2793.83  |
| AL022014 |    TWO    | 1562.54  |
| AL032014 |   BERTHA  |  5715.6  |
| AL042014 | CRISTOBAL | 3941.88  |
| AL052014 |   DOLLY   |  619.69  |
| AL062014 |  EDOUARD  | 3572.58  |
| AL072014 |    FAY    | 1020.76  |
| AL082014 |  GONZALO  | 3475.31  |
| AL092014 |   HANNA   | 1453.76  |
| AL012015 |    ANA    | 1305.83  |
